edgeId,diagramId,fromNode,toNode,label,actor,tcId,tcType,priority,automated,notes
E_M1_I003_09,M1_DLG-I003,,,"E_M1_I003_09: 회원 미선택",system,TC-I003-008-BND,boundary,P2,Y,
E_M1_I003_10,M1_DLG-I003,,,"E_M1_I003_10: 측정일 누락",system,TC-I003-009-BND,boundary,P2,Y,
E_M1_I003_11,M1_DLG-I003,,,"E_M1_I003_11: 체중 누락",system,TC-I003-010-BND,boundary,P2,Y,
E_M1_I003_12,M1_DLG-I003,,,"E_M1_I003_12: 중복 날짜",system,TC-I003-011-NEG,negative,P1,Y,
E_M1_I003_13,M1_DLG-I003,,,"E_M1_I003_13: 통과",system,TC-I003-012-BND,boundary,P2,Y,
E_M1_I003_14,M1_DLG-I003,,,"E_M1_I003_14: 덮어쓰기",system,TC-I003-013-BND,boundary,P2,Y,
E_M1_I003_15,M1_DLG-I003,,,"E_M1_I003_15: 취소",system,TC-I003-014-BND,boundary,P2,Y,
E_M1_I003_16,M1_DLG-I003,,,"E_M1_I003_16: 200",system,TC-I003-015-BND,boundary,P2,Y,
E_M1_I003_17,M1_DLG-I003,,,"E_M1_I003_17: 500",system,TC-I003-016-EXC,exception,P1,N,
E_M1_I003_18,M1_DLG-I003,,,"E_M1_I003_18: 취소/ESC",system,TC-I003-017-BND,boundary,P2,Y,
E_M2_I003_01,M2_DLG-I003,,,"E_M2_I003_01",system,TC-I003-018-BND,boundary,P2,Y,
E_M2_I003_02,M2_DLG-I003,,,"E_M2_I003_02: 미선택",system,TC-I003-019-BND,boundary,P2,Y,
E_M2_I003_03,M2_DLG-I003,,,"E_M2_I003_03: 선택",system,TC-I003-020-BND,boundary,P2,Y,
E_M2_I003_04,M2_DLG-I003,,,"E_M2_I003_04: 미래 날짜",system,TC-I003-021-BND,boundary,P2,Y,
E_M2_I003_05,M2_DLG-I003,,,"E_M2_I003_05: 유효",system,TC-I003-022-BND,boundary,P2,Y,
E_M2_I003_06,M2_DLG-I003,,,"E_M2_I003_06: 누락",system,TC-I003-023-BND,boundary,P2,Y,
E_M2_I003_07,M2_DLG-I003,,,"E_M2_I003_07: 범위 초과 500kg+",system,TC-I003-024-EXC,exception,P1,N,
E_M2_I003_08,M2_DLG-I003,,,"E_M2_I003_08: 유효",system,TC-I003-025-BND,boundary,P2,Y,
E_M2_I003_09,M2_DLG-I003,,,"E_M2_I003_09: 중복 있음",system,TC-I003-026-NEG,negative,P1,Y,
E_M2_I003_10,M2_DLG-I003,,,"E_M2_I003_10: 없음",system,TC-I003-027-NEG,negative,P1,Y,
E_M2_I003_11,M2_DLG-I003,,,"E_M2_I003_11: 덮어쓰기",system,TC-I003-028-BND,boundary,P2,Y,
E_M2_I003_12,M2_DLG-I003,,,"E_M2_I003_12: 취소",system,TC-I003-029-BND,boundary,P2,Y,
E_M3_I003_01,M3_DLG-I003,,,"E_M3_I003_01",system,TC-I003-030-BND,boundary,P2,Y,
E_M3_I003_02,M3_DLG-I003,,,"E_M3_I003_02: 200",system,TC-I003-031-BND,boundary,P2,Y,
E_M3_I003_03,M3_DLG-I003,,,"E_M3_I003_03: 409 중복",system,TC-I003-032-NEG,negative,P1,Y,
E_M3_I003_04,M3_DLG-I003,,,"E_M3_I003_04: 422 유효성",system,TC-I003-033-BND,boundary,P2,Y,
E_M3_I003_05,M3_DLG-I003,,,"E_M3_I003_05: 500",system,TC-I003-034-EXC,exception,P1,N,
E_M3_I003_06,M3_DLG-I003,,,"E_M3_I003_06",system,TC-I003-035-BND,boundary,P2,Y,
E_M3_I003_07,M3_DLG-I003,,,"E_M3_I003_07",system,TC-I003-036-BND,boundary,P2,Y,
E_M3_I003_08,M3_DLG-I003,,,"E_M3_I003_08",system,TC-I003-037-BND,boundary,P2,Y,
E_M3_I003_09,M3_DLG-I003,,,"E_M3_I003_09",system,TC-I003-038-BND,boundary,P2,Y,
E_M3_I003_10,M3_DLG-I003,,,"E_M3_I003_10: 확인",system,TC-I003-039-BND,boundary,P2,Y,
E_M3_I003_11,M3_DLG-I003,,,"E_M3_I003_11: 취소",system,TC-I003-040-BND,boundary,P2,Y,
E_M3_I003_12,M3_DLG-I003,,,"E_M3_I003_12",system,TC-I003-041-BND,boundary,P2,Y,
E_M3_I003_13,M3_DLG-I003,,,"E_M3_I003_13",system,TC-I003-042-BND,boundary,P2,Y,
E_F1_I004_01,F1_SCR-I004,,,"E_F1_I004_01",system,TC-I004-001-BND,boundary,P2,Y,
E_F1_I004_02,F1_SCR-I004,,,"E_F1_I004_02",system,TC-I004-002-BND,boundary,P2,Y,
E_F1_I004_03,F1_SCR-I004,,,"E_F1_I004_03",system,TC-I004-003-BND,boundary,P2,Y,
E_F1_I004_04,F1_SCR-I004,,,"E_F1_I004_04",system,TC-I004-004-BND,boundary,P2,Y,
E_F1_I004_05,F1_SCR-I004,,,"E_F1_I004_05: 허용 역할",system,TC-I004-005-BND,boundary,P2,Y,
E_F1_I004_06,F1_SCR-I004,,,"E_F1_I004_06: fc 이하",system,TC-I004-006-BND,boundary,P2,Y,
E_F1_I004_07,F1_SCR-I004,,,"E_F1_I004_07: 미로그인",system,TC-I004-007-BND,boundary,P2,Y,
E_F1_I004_08,F1_SCR-I004,,,"E_F1_I004_08",system,TC-I004-008-BND,boundary,P2,Y,
E_F1_I004_09,F1_SCR-I004,,,"E_F1_I004_09: 성공",system,TC-I004-009-BND,boundary,P2,Y,
E_F1_I004_10,F1_SCR-I004,,,"E_F1_I004_10: 실패",system,TC-I004-010-NEG,negative,P1,Y,
E_F2_I004_01,F2_SCR-I004,,,"E_F2_I004_01",system,TC-I004-011-BND,boundary,P0,Y,
E_F2_I004_02,F2_SCR-I004,,,"E_F2_I004_02",system,TC-I004-012-BND,boundary,P0,Y,
E_F2_I004_03,F2_SCR-I004,,,"E_F2_I004_03: 회원 선택",system,TC-I004-013-BND,boundary,P0,Y,
E_F2_I004_04,F2_SCR-I004,,,"E_F2_I004_04: 빈 락커 클릭",system,TC-I004-014-BND,boundary,P0,Y,
E_F2_I004_05,F2_SCR-I004,,,"E_F2_I004_05: 배정 버튼",system,TC-I004-015-BND,boundary,P0,Y,
E_F2_I004_06,F2_SCR-I004,,,"E_F2_I004_06: 확인",system,TC-I004-016-BND,boundary,P0,Y,
E_F2_I004_07,F2_SCR-I004,,,"E_F2_I004_07: 취소",system,TC-I004-017-BND,boundary,P0,Y,
E_F2_I004_08,F2_SCR-I004,,,"E_F2_I004_08: 200",system,TC-I004-018-BND,boundary,P0,Y,
E_F2_I004_09,F2_SCR-I004,,,"E_F2_I004_09: 409 이미 사용중",system,TC-I004-019-EXC,exception,P0,N,
E_F2_I004_10,F2_SCR-I004,,,"E_F2_I004_10: 500",system,TC-I004-020-EXC,exception,P0,N,
E_F2_I004_11,F2_SCR-I004,,,"E_F2_I004_11: 사용중 락커 클릭",system,TC-I004-021-BND,boundary,P0,Y,
E_F2_I004_12,F2_SCR-I004,,,"E_F2_I004_12: 미반납 락커 클릭",system,TC-I004-022-BND,boundary,P0,Y,
E_F2_I004_13,F2_SCR-I004,,,"E_F2_I004_13: 일괄 해제 버튼",system,TC-I004-023-BND,boundary,P0,Y,
E_F3_I004_01,F3_SCR-I004,,,"E_F3_I004_01",system,TC-I004-024-BND,boundary,P2,Y,
E_F3_I004_02,F3_SCR-I004,,,"E_F3_I004_02",system,TC-I004-025-BND,boundary,P2,Y,
E_F3_I004_03,F3_SCR-I004,,,"E_F3_I004_03",system,TC-I004-026-BND,boundary,P2,Y,
E_F3_I004_04,F3_SCR-I004,,,"E_F3_I004_04",system,TC-I004-027-BND,boundary,P2,Y,
E_F3_I004_05,F3_SCR-I004,,,"E_F3_I004_05",system,TC-I004-028-BND,boundary,P2,Y,
E_F3_I004_06,F3_SCR-I004,,,"E_F3_I004_06",system,TC-I004-029-BND,boundary,P2,Y,
E_F3_I004_07,F3_SCR-I004,,,"E_F3_I004_07",system,TC-I004-030-BND,boundary,P2,Y,
E_F3_I004_08,F3_SCR-I004,,,"E_F3_I004_08",system,TC-I004-031-BND,boundary,P2,Y,
E_F3_I004_09,F3_SCR-I004,,,"E_F3_I004_09",system,TC-I004-032-BND,boundary,P2,Y,
E_F3_I004_10,F3_SCR-I004,,,"E_F3_I004_10",system,TC-I004-033-BND,boundary,P2,Y,
E_F3_I004_11,F3_SCR-I004,,,"E_F3_I004_11",system,TC-I004-034-BND,boundary,P2,Y,
E_F3_I004_12,F3_SCR-I004,,,"E_F3_I004_12",system,TC-I004-035-BND,boundary,P2,Y,
E_F3_I004_13,F3_SCR-I004,,,"E_F3_I004_13",system,TC-I004-036-BND,boundary,P2,Y,
E_F3_I004_14,F3_SCR-I004,,,"E_F3_I004_14",system,TC-I004-037-BND,boundary,P2,Y,
E_F3_I004_15,F3_SCR-I004,,,"E_F3_I004_15",system,TC-I004-038-BND,boundary,P2,Y,
E_F3_I004_16,F3_SCR-I004,,,"E_F3_I004_16: 빈 락커",system,TC-I004-039-BND,boundary,P2,Y,
E_F3_I004_17,F3_SCR-I004,,,"E_F3_I004_17: 사용중",system,TC-I004-040-BND,boundary,P2,Y,
E_F3_I004_18,F3_SCR-I004,,,"E_F3_I004_18: 미반납",system,TC-I004-041-BND,boundary,P2,Y,
E_F3_I004_19,F3_SCR-I004,,,"E_F3_I004_19",system,TC-I004-042-BND,boundary,P2,Y,
E_ACT,F3_SCR-I004,,,"",system,TC-I004-043,positive,P2,Y,
E_F4_I004_01,F4_SCR-I004,,,"E_F4_I004_01",system,TC-I004-044-BND,boundary,P2,Y,
E_F4_I004_02,F4_SCR-I004,,,"E_F4_I004_02",system,TC-I004-045-BND,boundary,P2,Y,
E_F4_I004_03,F4_SCR-I004,,,"E_F4_I004_03",system,TC-I004-046-BND,boundary,P2,Y,
E_F4_I004_04,F4_SCR-I004,,,"E_F4_I004_04",system,TC-I004-047-BND,boundary,P2,Y,
E_F4_I004_05,F4_SCR-I004,,,"E_F4_I004_05",system,TC-I004-048-BND,boundary,P2,Y,
E_F4_I004_06,F4_SCR-I004,,,"E_F4_I004_06",system,TC-I004-049-BND,boundary,P2,Y,
E_F4_I004_07,F4_SCR-I004,,,"E_F4_I004_07",system,TC-I004-050-BND,boundary,P2,Y,
E_F4_I004_08,F4_SCR-I004,,,"E_F4_I004_08",system,TC-I004-051-BND,boundary,P2,Y,
E_F4_I004_09,F4_SCR-I004,,,"E_F4_I004_09",system,TC-I004-052-BND,boundary,P2,Y,
E_F4_I004_10,F4_SCR-I004,,,"E_F4_I004_10",system,TC-I004-053-BND,boundary,P2,Y,
E_F4_I004_11,F4_SCR-I004,,,"E_F4_I004_11",system,TC-I004-054-BND,boundary,P2,Y,
E_F4_I004_12,F4_SCR-I004,,,"E_F4_I004_12: 존 필터",system,TC-I004-055-BND,boundary,P2,Y,
E_F5_I004_01,F5_SCR-I004,,,"E_F5_I004_01: 빠른 배정 버튼",system,TC-I004-056-BND,boundary,P2,Y,
E_F5_I004_02,F5_SCR-I004,,,"E_F5_I004_02: 일괄 해제 버튼",system,TC-I004-057-BND,boundary,P2,Y,
E_F5_I004_03,F5_SCR-I004,,,"E_F5_I004_03: 미반납 회수 클릭",system,TC-I004-058-BND,boundary,P2,Y,
E_F5_I004_04,F5_SCR-I004,,,"E_F5_I004_04: 고장 등록 클릭",system,TC-I004-059-BND,boundary,P2,Y,
E_F5_I004_05,F5_SCR-I004,,,"E_F5_I004_05: 배정 완료",system,TC-I004-060-BND,boundary,P2,Y,
E_F5_I004_06,F5_SCR-I004,,,"E_F5_I004_06: 취소",system,TC-I004-061-BND,boundary,P2,Y,
E_F5_I004_07,F5_SCR-I004,,,"E_F5_I004_07: 확인",system,TC-I004-062-BND,boundary,P2,Y,
E_F5_I004_08,F5_SCR-I004,,,"E_F5_I004_08: 취소",system,TC-I004-063-BND,boundary,P2,Y,
E_F5_I004_09,F5_SCR-I004,,,"E_F5_I004_09: 확인",system,TC-I004-064-BND,boundary,P2,Y,
E_F5_I004_10,F5_SCR-I004,,,"E_F5_I004_10: 저장",system,TC-I004-065-BND,boundary,P2,Y,
E_F5_I004_11,F5_SCR-I004,,,"E_F5_I004_11",system,TC-I004-066-BND,boundary,P2,Y,
E_F5_I004_12,F5_SCR-I004,,,"E_F5_I004_12",system,TC-I004-067-BND,boundary,P2,Y,
E_F5_I004_13,F5_SCR-I004,,,"E_F5_I004_13",system,TC-I004-068-BND,boundary,P2,Y,
E_F6_I004_01,F6_SCR-I004,,,"E_F6_I004_01",system,TC-I004-069-BND,boundary,P2,Y,
E_F6_I004_02,F6_SCR-I004,,,"E_F6_I004_02: 미인증",system,TC-I004-070-BND,boundary,P2,Y,
E_F6_I004_03,F6_SCR-I004,,,"E_F6_I004_03: 권한없음",system,TC-I004-071-NEG,negative,P1,Y,
E_F6_I004_04,F6_SCR-I004,,,"E_F6_I004_04: 정상",system,TC-I004-072-BND,boundary,P2,Y,
E_F6_I004_05,F6_SCR-I004,,,"E_F6_I004_05",system,TC-I004-073-BND,boundary,P2,Y,
E_F6_I004_06,F6_SCR-I004,,,"E_F6_I004_06: 성공",system,TC-I004-074-BND,boundary,P2,Y,
E_F6_I004_07,F6_SCR-I004,,,"E_F6_I004_07: 실패",system,TC-I004-075-NEG,negative,P1,Y,
E_IOT_ERR,F6_SCR-I004,,,"",system,TC-I004-076,positive,P2,Y,
E_F7_I004_01,F7_SCR-I004,,,"E_F7_I004_01: superAdmin/primary/owner/manager",system,TC-I004-077-BND,boundary,P0,Y,
E_F7_I004_02,F7_SCR-I004,,,"E_F7_I004_02: staff",system,TC-I004-078-BND,boundary,P0,Y,
E_F7_I004_03,F7_SCR-I004,,,"E_F7_I004_03: fc",system,TC-I004-079-BND,boundary,P0,Y,
E_F7_I004_04,F7_SCR-I004,,,"E_F7_I004_04",system,TC-I004-080-BND,boundary,P0,Y,
E_F7_I004_05,F7_SCR-I004,,,"E_F7_I004_05",system,TC-I004-081-BND,boundary,P0,Y,
E_F7_I004_06,F7_SCR-I004,,,"E_F7_I004_06: 일괄해제 시도",system,TC-I004-082-BND,boundary,P0,Y,
E_F7_I004_07,F7_SCR-I004,,,"E_F7_I004_07",system,TC-I004-083-BND,boundary,P0,Y,
E_F8_I004_01,F8_SCR-I004,,,"E_F8_I004_01",system,TC-I004-084-BND,boundary,P2,Y,
E_F8_I004_02,F8_SCR-I004,,,"E_F8_I004_02: 401",system,TC-I004-085-BND,boundary,P2,Y,
E_F8_I004_03,F8_SCR-I004,,,"E_F8_I004_03: 403",system,TC-I004-086-EXC,exception,P1,N,
E_F8_I004_04,F8_SCR-I004,,,"E_F8_I004_04: 409 락커 충돌",system,TC-I004-087-EXC,exception,P1,N,
E_F8_I004_05,F8_SCR-I004,,,"E_F8_I004_05: 500",system,TC-I004-088-EXC,exception,P1,N,
E_F8_I004_06,F8_SCR-I004,,,"E_F8_I004_06: IoT 컨트롤러 오프라인",system,TC-I004-089-BND,boundary,P2,Y,
E_F8_I004_07,F8_SCR-I004,,,"E_F8_I004_07: 모든 락커 사용중",system,TC-I004-090-BND,boundary,P2,Y,
E_F8_I004_08,F8_SCR-I004,,,"E_F8_I004_08: 타임아웃",system,TC-I004-091-NEG,negative,P1,Y,
E_F8_I004_09,F8_SCR-I004,,,"E_F8_I004_09",system,TC-I004-092-BND,boundary,P2,Y,
E_F8_I004_10,F8_SCR-I004,,,"E_F8_I004_10: 다른 락커 선택",system,TC-I004-093-BND,boundary,P2,Y,
E_F8_I004_11,F8_SCR-I004,,,"E_F8_I004_11: 재시도",system,TC-I004-094-BND,boundary,P2,Y,
E_F8_I004_12,F8_SCR-I004,,,"E_F8_I004_12: SCR-I003",system,TC-I004-095-BND,boundary,P2,Y,
E_F8_I004_13,F8_SCR-I004,,,"E_F8_I004_13: 재시도",system,TC-I004-096-BND,boundary,P2,Y,
E_F9_I004_01,F9_SCR-I004,,,"E_F9_I004_01: 배정 성공",system,TC-I004-097-BND,boundary,P2,Y,
E_F9_I004_02,F9_SCR-I004,,,"E_F9_I004_02: 해제 성공",system,TC-I004-098-BND,boundary,P2,Y,
E_F9_I004_03,F9_SCR-I004,,,"E_F9_I004_03: 일괄 해제 성공",system,TC-I004-099-BND,boundary,P2,Y,
E_F9_I004_04,F9_SCR-I004,,,"E_F9_I004_04: 엑셀 다운로드",system,TC-I004-100-BND,boundary,P2,Y,
E_F9_I004_05,F9_SCR-I004,,,"E_F9_I004_05: 만석",system,TC-I004-101-BND,boundary,P2,Y,
E_F9_I004_06,F9_SCR-I004,,,"E_F9_I004_06: IoT 오프라인",system,TC-I004-102-BND,boundary,P2,Y,
E_F9_I004_07,F9_SCR-I004,,,"E_F9_I004_07: 409 충돌",system,TC-I004-103-EXC,exception,P1,N,
E_F9_I004_08,F9_SCR-I004,,,"E_F9_I004_08: 500 오류",system,TC-I004-104-NEG,negative,P1,Y,
E_F1_I005_01,F1_SCR-I005,,,"E_F1_I005_01",system,TC-I005-001-BND,boundary,P2,Y,
E_F1_I005_02,F1_SCR-I005,,,"E_F1_I005_02",system,TC-I005-002-BND,boundary,P2,Y,
E_F1_I005_03,F1_SCR-I005,,,"E_F1_I005_03",system,TC-I005-003-BND,boundary,P2,Y,
E_F1_I005_04,F1_SCR-I005,,,"E_F1_I005_04",system,TC-I005-004-BND,boundary,P2,Y,
E_F1_I005_05,F1_SCR-I005,,,"E_F1_I005_05: 허용 역할",system,TC-I005-005-BND,boundary,P2,Y,
E_F1_I005_06,F1_SCR-I005,,,"E_F1_I005_06: fc 이하",system,TC-I005-006-BND,boundary,P2,Y,
E_F1_I005_07,F1_SCR-I005,,,"E_F1_I005_07: 미로그인",system,TC-I005-007-BND,boundary,P2,Y,
E_F1_I005_08,F1_SCR-I005,,,"E_F1_I005_08",system,TC-I005-008-BND,boundary,P2,Y,
E_F1_I005_09,F1_SCR-I005,,,"E_F1_I005_09: 성공",system,TC-I005-009-BND,boundary,P2,Y,
E_F1_I005_10,F1_SCR-I005,,,"E_F1_I005_10: 실패",system,TC-I005-010-NEG,negative,P1,Y,
E_F2_I005_01,F2_SCR-I005,,,"E_F2_I005_01",system,TC-I005-011-BND,boundary,P0,Y,
E_F2_I005_02,F2_SCR-I005,,,"E_F2_I005_02: 배정 등록 버튼",system,TC-I005-012-BND,boundary,P0,Y,
E_F2_I005_03,F2_SCR-I005,,,"E_F2_I005_03: 만료 예정 버튼",system,TC-I005-013-NEG,negative,P0,Y,
E_F2_I005_04,F2_SCR-I005,,,"E_F2_I005_04: 연장 처리 버튼",system,TC-I005-014-BND,boundary,P0,Y,
E_F2_I005_05,F2_SCR-I005,,,"E_F2_I005_05: 회수 대상 버튼",system,TC-I005-015-BND,boundary,P0,Y,
E_F2_I005_06,F2_SCR-I005,,,"E_F2_I005_06: 행 > 상세 클릭",system,TC-I005-016-BND,boundary,P0,Y,
E_F2_I005_07,F2_SCR-I005,,,"E_F2_I005_07: 저장",system,TC-I005-017-BND,boundary,P0,Y,
E_F2_I005_08,F2_SCR-I005,,,"E_F2_I005_08: 저장",system,TC-I005-018-BND,boundary,P0,Y,
E_F2_I005_09,F2_SCR-I005,,,"E_F2_I005_09: 회수 처리",system,TC-I005-019-BND,boundary,P0,Y,
E_F2_I005_10,F2_SCR-I005,,,"E_F2_I005_10: 200",system,TC-I005-020-BND,boundary,P0,Y,
E_F2_I005_11,F2_SCR-I005,,,"E_F2_I005_11: 실패",system,TC-I005-021-NEG,negative,P0,Y,
E_F2_I005_12,F2_SCR-I005,,,"E_F2_I005_12: 200",system,TC-I005-022-BND,boundary,P0,Y,
E_F2_I005_13,F2_SCR-I005,,,"E_F2_I005_13: 200",system,TC-I005-023-BND,boundary,P0,Y,
E_F3_I005_01,F3_SCR-I005,,,"E_F3_I005_01",system,TC-I005-024-BND,boundary,P2,Y,
E_F3_I005_02,F3_SCR-I005,,,"E_F3_I005_02",system,TC-I005-025-BND,boundary,P2,Y,
E_F3_I005_03,F3_SCR-I005,,,"E_F3_I005_03",system,TC-I005-026-BND,boundary,P2,Y,
E_F3_I005_04,F3_SCR-I005,,,"E_F3_I005_04",system,TC-I005-027-BND,boundary,P2,Y,
E_F3_I005_05,F3_SCR-I005,,,"E_F3_I005_05",system,TC-I005-028-BND,boundary,P2,Y,
E_F3_I005_06,F3_SCR-I005,,,"E_F3_I005_06",system,TC-I005-029-BND,boundary,P2,Y,
E_F3_I005_07,F3_SCR-I005,,,"E_F3_I005_07",system,TC-I005-030-BND,boundary,P2,Y,
E_F3_I005_08,F3_SCR-I005,,,"E_F3_I005_08",system,TC-I005-031-BND,boundary,P2,Y,
E_F3_I005_09,F3_SCR-I005,,,"E_F3_I005_09",system,TC-I005-032-BND,boundary,P2,Y,
E_F3_I005_10,F3_SCR-I005,,,"E_F3_I005_10",system,TC-I005-033-BND,boundary,P2,Y,
E_F3_I005_11,F3_SCR-I005,,,"E_F3_I005_11",system,TC-I005-034-BND,boundary,P2,Y,
E_F3_I005_12,F3_SCR-I005,,,"E_F3_I005_12",system,TC-I005-035-BND,boundary,P2,Y,
E_F4_I005_01,F4_SCR-I005,,,"E_F4_I005_01",system,TC-I005-036-BND,boundary,P2,Y,
E_F4_I005_02,F4_SCR-I005,,,"E_F4_I005_02",system,TC-I005-037-BND,boundary,P2,Y,
E_F4_I005_03,F4_SCR-I005,,,"E_F4_I005_03",system,TC-I005-038-BND,boundary,P2,Y,
E_F4_I005_04,F4_SCR-I005,,,"E_F4_I005_04",system,TC-I005-039-BND,boundary,P2,Y,
E_F4_I005_05,F4_SCR-I005,,,"E_F4_I005_05",system,TC-I005-040-BND,boundary,P2,Y,
E_F4_I005_06,F4_SCR-I005,,,"E_F4_I005_06",system,TC-I005-041-BND,boundary,P2,Y,
E_F4_I005_07,F4_SCR-I005,,,"E_F4_I005_07",system,TC-I005-042-BND,boundary,P2,Y,
E_F4_I005_08,F4_SCR-I005,,,"E_F4_I005_08",system,TC-I005-043-BND,boundary,P2,Y,
E_F4_I005_09,F4_SCR-I005,,,"E_F4_I005_09",system,TC-I005-044-BND,boundary,P2,Y,
E_F4_I005_10,F4_SCR-I005,,,"E_F4_I005_10",system,TC-I005-045-BND,boundary,P2,Y,
E_F4_I005_11,F4_SCR-I005,,,"E_F4_I005_11",system,TC-I005-046-BND,boundary,P2,Y,
E_F4_I005_12,F4_SCR-I005,,,"E_F4_I005_12",system,TC-I005-047-BND,boundary,P2,Y,
E_F4_I005_13,F4_SCR-I005,,,"E_F4_I005_13",system,TC-I005-048-BND,boundary,P2,Y,
E_F4_I005_14,F4_SCR-I005,,,"E_F4_I005_14",system,TC-I005-049-BND,boundary,P2,Y,
E_F4_I005_15,F4_SCR-I005,,,"E_F4_I005_15",system,TC-I005-050-BND,boundary,P2,Y,
E_F4_I005_16,F4_SCR-I005,,,"E_F4_I005_16: 결과 있음",system,TC-I005-051-BND,boundary,P2,Y,
E_F4_I005_17,F4_SCR-I005,,,"E_F4_I005_17: 없음",system,TC-I005-052-NEG,negative,P1,Y,
E_F5_I005_01,F5_SCR-I005,,,"E_F5_I005_01: 배정 등록",system,TC-I005-053-BND,boundary,P2,Y,
E_F5_I005_02,F5_SCR-I005,,,"E_F5_I005_02: 연장 처리",system,TC-I005-054-BND,boundary,P2,Y,
E_F5_I005_03,F5_SCR-I005,,,"E_F5_I005_03: 회수 처리",system,TC-I005-055-BND,boundary,P2,Y,
E_F5_I005_04,F5_SCR-I005,,,"E_F5_I005_04: 잠금/점검",system,TC-I005-056-BND,boundary,P2,Y,
E_F5_I005_05,F5_SCR-I005,,,"E_F5_I005_05: 저장",system,TC-I005-057-BND,boundary,P2,Y,
E_F5_I005_06,F5_SCR-I005,,,"E_F5_I005_06: 취소",system,TC-I005-058-BND,boundary,P2,Y,
E_F5_I005_07,F5_SCR-I005,,,"E_F5_I005_07: 저장",system,TC-I005-059-BND,boundary,P2,Y,
E_F5_I005_08,F5_SCR-I005,,,"E_F5_I005_08: 취소",system,TC-I005-060-BND,boundary,P2,Y,
E_F5_I005_09,F5_SCR-I005,,,"E_F5_I005_09: 확인",system,TC-I005-061-BND,boundary,P2,Y,
E_F5_I005_10,F5_SCR-I005,,,"E_F5_I005_10: 취소",system,TC-I005-062-BND,boundary,P2,Y,
E_F5_I005_11,F5_SCR-I005,,,"E_F5_I005_11: 확인",system,TC-I005-063-BND,boundary,P2,Y,
E_F5_I005_12,F5_SCR-I005,,,"E_F5_I005_12",system,TC-I005-064-BND,boundary,P2,Y,
E_F5_I005_13,F5_SCR-I005,,,"E_F5_I005_13",system,TC-I005-065-BND,boundary,P2,Y,
E_F6_I005_01,F6_SCR-I005,,,"E_F6_I005_01",system,TC-I005-066-BND,boundary,P2,Y,
E_F6_I005_02,F6_SCR-I005,,,"E_F6_I005_02: 미인증",system,TC-I005-067-BND,boundary,P2,Y,
E_F6_I005_03,F6_SCR-I005,,,"E_F6_I005_03: 권한없음",system,TC-I005-068-NEG,negative,P1,Y,
E_F6_I005_04,F6_SCR-I005,,,"E_F6_I005_04: 정상",system,TC-I005-069-BND,boundary,P2,Y,
E_F6_I005_05,F6_SCR-I005,,,"E_F6_I005_05",system,TC-I005-070-BND,boundary,P2,Y,
E_F6_I005_06,F6_SCR-I005,,,"E_F6_I005_06: 성공 + 데이터",system,TC-I005-071-BND,boundary,P2,Y,
E_F6_I005_07,F6_SCR-I005,,,"E_F6_I005_07: 성공 + 빈",system,TC-I005-072-BND,boundary,P2,Y,
E_F6_I005_08,F6_SCR-I005,,,"E_F6_I005_08: 실패",system,TC-I005-073-NEG,negative,P1,Y,
E_EXPIRE,F6_SCR-I005,,,"",system,TC-I005-074,positive,P2,Y,
E_F7_I005_01,F7_SCR-I005,,,"E_F7_I005_01: superAdmin/primary/owner/manager",system,TC-I005-075-BND,boundary,P0,Y,
E_F7_I005_02,F7_SCR-I005,,,"E_F7_I005_02: staff",system,TC-I005-076-BND,boundary,P0,Y,
E_F7_I005_03,F7_SCR-I005,,,"E_F7_I005_03: fc",system,TC-I005-077-BND,boundary,P0,Y,
E_F7_I005_04,F7_SCR-I005,,,"E_F7_I005_04",system,TC-I005-078-BND,boundary,P0,Y,
E_F7_I005_05,F7_SCR-I005,,,"E_F7_I005_05",system,TC-I005-079-BND,boundary,P0,Y,
E_F7_I005_06,F7_SCR-I005,,,"E_F7_I005_06: 회수 시도",system,TC-I005-080-BND,boundary,P0,Y,
E_F8_I005_01,F8_SCR-I005,,,"E_F8_I005_01",system,TC-I005-081-BND,boundary,P2,Y,
E_F8_I005_02,F8_SCR-I005,,,"E_F8_I005_02: 401",system,TC-I005-082-BND,boundary,P2,Y,
E_F8_I005_03,F8_SCR-I005,,,"E_F8_I005_03: 403",system,TC-I005-083-EXC,exception,P1,N,
E_F8_I005_04,F8_SCR-I005,,,"E_F8_I005_04: 409 중복 배정",system,TC-I005-084-NEG,negative,P1,Y,
E_F8_I005_05,F8_SCR-I005,,,"E_F8_I005_05: 422 상품 미보유",system,TC-I005-085-BND,boundary,P2,Y,
E_F8_I005_06,F8_SCR-I005,,,"E_F8_I005_06: 500",system,TC-I005-086-EXC,exception,P1,N,
E_F8_I005_07,F8_SCR-I005,,,"E_F8_I005_07",system,TC-I005-087-BND,boundary,P2,Y,
E_F8_I005_08,F8_SCR-I005,,,"E_F8_I005_08: 다른 락커 선택",system,TC-I005-088-BND,boundary,P2,Y,
E_F8_I005_09,F8_SCR-I005,,,"E_F8_I005_09: 상품 계약 이동",system,TC-I005-089-BND,boundary,P2,Y,
E_F8_I005_10,F8_SCR-I005,,,"E_F8_I005_10: 재시도",system,TC-I005-090-BND,boundary,P2,Y,
E_F9_I005_01,F9_SCR-I005,,,"E_F9_I005_01: 배정 성공",system,TC-I005-091-BND,boundary,P2,Y,
