row	????	?????	???? ?? ??_26.05.19	?? ?? ??_26.05.20
480	STF-02-06	계정 / 보안 카드	"LV3에서 활성 세션 부분은 어떤 건지 확인 필요. 
계약서에서는 세션 관리 관련 명시 없음."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 계정/보안 카드의 활성 세션은 현재 로그인 유지 중인 브라우저/기기 세션 목록입니다. 필요 시 세션 만료 처리로 보안 사고에 대응합니다.
근거 문서: admin/기능명세서/D07-직원관리/STF-02-직원상세/00-기본기능.md"
481	STF-02-07	헤더 액션	"헤더액션에 대해서는 고객사에서 명시해주셨으나,
 
 직원에 대한 메세지 등록 기능 등 계약서에 없는 기능에 대해서 고객사 측에서 논의중이라고 하며, 관련하여 확실히하여 전달주셔야함."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 헤더 액션은 직원 수정, 메시지 전송, 권한 변경, 퇴사 처리 등 직원 상세 상단의 빠른 액션입니다. 메시지 전송 등 계약 범위 이견이 있는 항목은 별도 협의 가능합니다.
근거 문서: admin/기능명세서/D07-직원관리/STF-02-직원상세/00-기본기능.md"
482	STF-02-08	본인 조회 모드	"본인조희 모드에 대해서 계약서에 명시되어있지 않으나,
LV3 기준으로 인사 메모(비공개)를 HIDDEN 처리하고 본인 실적/근태만 표시하는 정도면 
필수 기능으로 판단됨."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 본인 조회 모드는 직원 본인이 자신의 상세를 볼 때 인사 메모 등 비공개 정보를 숨기고 본인 실적/근태만 조회하게 하는 모드입니다.
근거 문서: admin/기능명세서/D07-직원관리/STF-02-직원상세/00-기본기능.md"
489	STF-04-04	인수인계 (2단계)	고객사 측에서도 클라이언트에 문의해봐야한다고 함.	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 인수인계 2단계는 퇴사 직원의 담당 회원, 진행 상담, 미처리 업무를 후임자에게 배정하는 절차입니다. 고객사 운영 기준에 따라 후임자 지정 방식만 확정하면 됩니다.
근거 문서: admin/기능명세서/D07-직원관리/STF-04-직원퇴사처리/00-기본기능.md"
490	STF-04-05	스케줄 정리 (3단계)	"LV3 기준으로 ""자동 정리 미리보기"", ""수업 자동 이동"" 등 자동 정리/이동 관련해서는
어떤 자동 로직인지 확인 후 판단 필요.
계약서에 명시된 부분도 없음."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 스케줄 정리 3단계는 퇴사 직원에게 배정된 향후 수업/상담/근무 일정을 조회하고 후임자 배정 또는 취소 대상으로 분류하는 절차입니다. 자동 이동은 미리보기 후 확정합니다.
근거 문서: admin/기능명세서/D07-직원관리/STF-04-직원퇴사처리/00-기본기능.md"
493	STF-04-08	처리 완료	"LV3에서 ""SCR-060 자동 갱신"", ""감사 로그 INSERT (SCR-097)""와 같이 
기획코드로 적힌 부분은 실제 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 처리 완료는 퇴사 처리 후 직원 목록을 갱신하고 감사 로그를 기록하는 기능입니다. SCR/SCR-097 표기는 화면 갱신 및 감사 로그 기록을 의미합니다.
근거 문서: admin/기능명세서/D07-직원관리/STF-04-직원퇴사처리/00-기본기능.md"
498	PAY-STF-01-03	요약 지표 카드	"LV3 기준으로 요약 지표에서 ""5종 카드""로만 적혀있는데, 5종 카드가 뭔지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 근태 요약 지표 5종은 총 근무시간, 출근일수, 지각, 조퇴, 결근입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-01-근태관리/00-기본기능.md"
499	PAY-STF-01-04	근태 목록 테이블	"LV3 기준으로
""8개 컬럼"" => 어떤 8개 컬럼인지 확인 필요.
""상태 배지 6종"" => 6종이 어떤건지 확인 필요
""출처 배지"" => 어떤건지 확인 필요.
""보정 이력 hover"" => 어떤 hover 기능인지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 근태 목록 8개 컬럼은 일자, 직원명, 출근시각, 퇴근시각, 근무시간, 상태, 출처, 보정 이력입니다. 상태 배지 6종은 정상, 지각, 조퇴, 결근, 휴가, 외근입니다. 출처 배지는 키오스크, IoT, 수동 보정, 누락 추가입니다. hover는 보정 작성자·일시·사유 상세 표시입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-01-근태관리/00-기본기능.md"
504	PAY-STF-01-09	본인 모드	"계약서에 따로 명시된 내용은 없음.
LV3에 명시된대로 보정/추가 영역 HIDDEN과 본인 데이터 조회 정도면 필수 무상 기능으로 판단됨."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 본인 모드는 직원 본인이 자신의 근태만 읽기 전용으로 조회하는 모드입니다. 보정/추가 영역은 숨깁니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-01-근태관리/00-기본기능.md"
505	PAY-STF-01-10	본사 통합 모드	"LV3에 나온 ""지점별 비교""의 범위가 불명확.
지점별로 근태 출근율, 근태 등을 비교하는건지?"	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 본사 통합 모드는 지점별 출근율, 지각/결근 건수, 총 근무시간 등 근태 요약을 비교하는 본사 권한 화면입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-01-근태관리/00-기본기능.md"
507	PAY-STF-02-01	지급 월 선택 → 자동 계산	"LV3에서 ""전월 이전 잠금"" 기능이 어떤건지 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 전월 이전 잠금은 급여 확정·마감된 과거 월의 급여 계산값을 일반 사용자가 임의 수정하지 못하게 막는 기능입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-02-급여관리/00-기본기능.md"
508	PAY-STF-02-02	요약 지표 카드	"LV3에서 ""4종 카드""에 대한 내용이 어떤건지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 급여 요약 카드 4종은 총 지급액, 지급 대상 직원 수, 공제 합계, 실지급액입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-02-급여관리/00-기본기능.md"
510	PAY-STF-02-04	직원별 급여 테이블	"LV3에서 ""10개 컬럼""이 어떤 컬럼들인지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 직원별 급여 테이블 10개 컬럼은 직원명, 직무, 기본급, 수당, 인센티브, 공제, 세금/4대보험, 총 지급액, 실지급액, 상태/액션입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-02-급여관리/00-기본기능.md"
511	PAY-STF-02-05	수당/공제 편집 (DLG-064-001)	"계약서에는 급여 자동 계산만 명시되어 있고, 수당/공제 편집 등에 대한 명시 없음.
 
 다만, 실제 급여 관리 시 필요한 항목으로 보여서 필수 항목 추가 기능으로 구분."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 수당/공제 편집은 급여 자동 계산 결과에 수동 수당·공제 항목을 추가/수정하는 다이얼로그입니다. 실제 급여 관리에 필요한 보정 기능입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-02-급여관리/00-기본기능.md"
515	PAY-STF-02-09	확정 취소 + 재편집	"LV3에서 확정 취소 시 ""발송된 명세서 자동 무효"" 기능이, 단순히 CRM에서 급여명세서 목록에서 ""무효""로 데이터 저장만 하는 것인지 다른 연동 기능이 있는지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 확정 취소 시 발송된 명세서는 CRM 내 상태를 무효로 바꾸고 재발송 대상에서 제외합니다. 외부 연동 자동 취소를 의미하지 않습니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-02-급여관리/00-기본기능.md"
516	PAY-STF-02-10	엑셀 내보내기	"계약서에 명시되어있지 않은 엑셀 다운로드 기능.
 
 단순히 목록 데이터를 엑셀로 다운로드하는 기본 기능이라면 무상 가능해보이나, 
LV3 기준으로 ""노무사 양식 옵션""은 추가 기능으로 판단됨."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 엑셀 내보내기는 급여 목록 다운로드입니다. 기본 목록 다운로드와 노무사 양식 옵션은 분리 가능하며, 노무사 양식은 별도 옵션으로 협의 가능합니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-02-급여관리/00-기본기능.md"
517	PAY-STF-02-11	본사 통합 모드	"LV3에 나온 ""지점별 비교""의 범위가 불명확.
지점별로  어떤걸 비교하는지 각 비교 항목 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 본사 통합 모드는 지점별 총 지급액, 지급 대상 수, 공제 합계, 실지급액 등을 비교하는 본사 권한 화면입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-02-급여관리/00-기본기능.md"
521	PAY-STF-03-03	명세서 목록	"LV3에 나온 ""9개 컬럼"", ""발송 상태 배지(3종)"", ""수신 확인 표시""에 대한 내용 구체 명시 필요.

""수신 확인"" 부분은 고객사 측에서도 논의중이라고 말씀하신것으로 기억함."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 명세서 목록 9개 컬럼은 지급월, 직원명, 직무, 총지급액, 공제액, 실지급액, 발송상태, 수신확인, 액션입니다. 발송 상태 3종은 미발송, 발송완료, 발송실패입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-03-급여명세서/00-기본기능.md"
530	PAY-STF-03-12	발송 이력 조회	"단순 발송 이력 외에 LV3 기준으로 ""매니저+권한""이 어떤 기능인지 파악 불가."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 발송 이력 조회는 명세서 발송 일시, 발송자, 채널, 성공/실패 결과를 확인하는 기능입니다. 매니저+ 권한은 이력 조회 가능 권한 기준입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-03-급여명세서/00-기본기능.md"
531	PAY-STF-03-13	무효 명세서 처리	"LV3 기준으로
""재발송 안내"" 기능은 어떤 안내 기능인지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 무효 명세서 처리는 확정 취소 등으로 기존 명세서가 무효가 되었음을 표시하고, 필요 시 새 명세서 재발송 안내를 표시하는 기능입니다.
근거 문서: admin/기능명세서/D07-직원관리/PAY-STF-03-급여명세서/00-기본기능.md"
535	MKT-05-01	계약 유형	"고객사 측에서 근로계약서 관련하여 협의 필요라고 함.
LV3에서는 ""회원 계약 / 직원 근로계약""로 명시되어있음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 계약 유형은 회원 계약과 직원 근로계약 2종입니다. 직원 근로계약 포함 여부는 고객사 운영/계약 범위 협의가 필요한 항목입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-05-전자계약/00-기본기능.md"
536	MKT-05-02	계약 대상	고객사 측에서 근로계약서 관련하여 협의 필요라고 함.	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 계약 대상은 회원 계약의 경우 회원 검색, 직원 근로계약의 경우 직원 검색으로 지정합니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-05-전자계약/00-기본기능.md"
537	MKT-05-03	템플릿 분기	"고객사 측에서 근로계약서 관련하여 협의 필요라고 함.
LV3에서는 ""자동 로드 / 4종 템플릿"" 라고 적혀있음."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 템플릿 4종은 회원 이용권 계약, PT 계약, 직원 근로계약, 개인정보/동의서 성격의 계약 템플릿입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-05-전자계약/00-기본기능.md"
538	MKT-05-04	계약 내용 입력	고객사 측에서 근로계약서 관련하여 협의 필요라고 함.	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 계약 내용 입력은 선택 템플릿에 따라 상품/기간/금액/횟수/근무조건 등 필드를 입력하는 단계입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-05-전자계약/00-기본기능.md"
539	MKT-05-05	미리보기	고객사 측에서 근로계약서 관련하여 협의 필요라고 함.	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 미리보기는 서명 전 계약서 내용을 PDF/문서 형태로 확인하는 단계입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-05-전자계약/00-기본기능.md"
540	MKT-05-06	전자 서명	"고객사 측에서 근로계약서 관련하여 협의 필요라고 함.
LV3에는 ""화면 직접 서명
원격 서명 링크
서명 완료 자동 저장"" 라고 적혀있음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 전자 서명은 화면 직접 서명과 원격 서명 링크를 지원하고, 서명 완료 시 계약 이력에 자동 저장합니다. 원격 링크 범위는 협의 가능합니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-05-전자계약/00-기본기능.md"
541	MKT-05-07	계약 이력	고객사 측에서 근로계약서 관련하여 협의 필요라고 함.	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 계약 이력은 작성일, 대상자, 계약 유형, 서명 상태, 작성자, 파일/액션을 조회하는 목록입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-05-전자계약/00-기본기능.md"
542	MKT-05-08	재발송	"고객사 측에서 근로계약서 관련하여 협의 필요라고 함.
LV3에는 ""이메일 재전송
앱 재전송"" 라고 적혀있음"	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 재발송은 미서명 또는 재확인이 필요한 계약서 서명 요청을 이메일/앱 등 기존 발송 채널로 다시 보내는 기능입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-05-전자계약/00-기본기능.md"
544	CTR-01-01	지점 목록	"LV3 기준으로 ""9개 컬럼""이 어떤게 있는지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 지점 목록 9개 컬럼은 지점명, 지점코드, 유형, 주소, 센터장, 운영상태, 회원수, 매출/출석 요약, 액션입니다.
근거 문서: admin/기능명세서/D10-본사관리/CTR-01-지점관리/00-기본기능.md"
546	CTR-01-03	신규 지점 등록	"LV3에서 ""DLG-092-001""와 같이 기획코드명으로 적혀있는데, 실제 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. DLG-092-001은 신규 지점 등록 다이얼로그입니다. 지점명, 주소, 운영 시작일, 초기 센터장, 정책 세트를 입력해 지점을 등록합니다.
근거 문서: admin/기능명세서/D10-본사관리/CTR-01-지점관리/00-기본기능.md"
548	CTR-01-05	비활성화	"LV3에 ""DLG-092-002""와 같이 기획코드명으로 적힌 부분에 대해서 실제 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. DLG-092-002는 비활성화 확인 다이얼로그입니다. 임시휴업/폐점 처리 전 진행 중 회원·예약 영향과 확인 문구를 검토합니다.
근거 문서: admin/기능명세서/D10-본사관리/CTR-01-지점관리/00-기본기능.md"
549	CTR-01-06	통합 비교	"통합비교에 대한 고객사 측에 대한 명확한 답변 없음.

LV3에서의 ""차트+테이블"" 기능이 어떤 기능이 들어가는지 각 차트/테이블 기능 확인 후 판단 가능."	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. 통합 비교는 지점별 매출, 회원, 출석률, KPI를 차트와 테이블로 비교하는 화면입니다. 행 클릭 시 지점 리포트로 이동합니다.
근거 문서: admin/기능명세서/D10-본사관리/CTR-01-지점관리/00-기본기능.md"
550	CTR-01-07	정책 적용	"본사 정책 일괄 적용 등에 대해서 계약서에 명시되어있지 않음.
 어떤 정책을 적용하는지를 알아야 판단 가능해보임."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 정책 적용은 본사 표준 정책 세트(HQ-09)를 신규 지점 또는 선택 지점에 적용하는 기능입니다. 어떤 정책을 적용할지는 HQ-09 정책 세트 기준입니다.
근거 문서: admin/기능명세서/D10-본사관리/CTR-01-지점관리/00-기본기능.md"
554	SET-02	권한 설정 (RBAC 매트릭스 + 영향 분석)	"영향분석에 대한 기능이 어떤건지 판단 불가. 고객사측 명확한 답변 없음.
 
 RBAC 체계에 대해서도 계약서는 6단계 + 커스텀 역할 기준으로 적혀있는데, 명확한 기준이 없음."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. RBAC는 7종 기본 역할과 커스텀 역할을 9개 메뉴 그룹 x 5종 권한으로 관리하는 기능입니다. 영향 분석은 저장 전 배정 직원 수, 담당 회원 수, 영향 직원 목록, 변경 전후 권한 차이를 확인하는 안전장치입니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-02-권한설정/00-기본기능.md"
555	HQ-02	KPI 대시보드 (24종 + 강습 세션 + 상담 퍼널)	"24종 지표에 대해서 계약서에 명시 없음.
 
 각 지표에 대한 설명 및 기능 내용 불명확."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. HQ-02는 KPI 24종을 상담 퍼널, 재등록, GX, OT, 강습 세션, 추이 차트, 지점 비교로 묶어 보여주는 KPI 대시보드입니다. 각 지표 구성은 기능명세서 기준으로 정의되어 있습니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-02-KPI대시보드/00-기본기능.md"
556	SET-02	권한 설정 (RBAC 매트릭스 + 영향 분석)	"영향분석에 대한 기능이 어떤건지 판단 불가. 고객사측 명확한 답변 없음.
 
 RBAC 체계에 대해서도 계약서는 6단계 + 커스텀 역할 기준으로 적혀있는데, 명확한 기준이 없음."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. RBAC는 7종 기본 역할과 커스텀 역할을 9개 메뉴 그룹 x 5종 권한으로 관리하는 기능입니다. 영향 분석은 저장 전 배정 직원 수, 담당 회원 수, 영향 직원 목록, 변경 전후 권한 차이를 확인하는 안전장치입니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-02-권한설정/00-기본기능.md"
558	HQ-05-01	프리-온보딩 KPI	"LV3에서 ""6종 카드""에 대한 명시가 없음.
""WI/TI 분리""는 대면과 비대면 상담 분리라고 전달받은것으로 기억함."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 프리-온보딩 6종 카드는 이번 달 신규 리드 수, 연락 완료 건수, 방문 완료 건수, 등록 전환 건수, 리드 전환율, WI vs TI 건수입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-05-온보딩대시보드/00-기본기능.md"
559	HQ-05-02	신규 유치 KPI	"LV3에서 ""4종 카드""에 어떤게 있는지 확인 필요.
""회원 소개 비중""에 대해서는 회원 소개 기능이 없는데 어떻게 연결하는건지?"	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 신규 유치 4종 카드는 이번 달 신규 등록 회원, 리드 누락률, 회원소개 유입 비중, 가입경로 분포입니다. 회원소개는 리드/회원의 유입경로 값 기준입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-05-온보딩대시보드/00-기본기능.md"
562	HQ-05-05	단계 진행률	"LV3에서 ""5단계""라고 적힌 부분이 어떤건지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 온보딩 5단계는 가입, 초기 상담, 체성분 측정, 프로그램 배정, 첫 수업 완료입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-05-온보딩대시보드/00-기본기능.md"
563	HQ-05-06	신규 회원 목록	"LV3에서 ""6개 컬럼""이 어떤건지 확인 필요. ""색상 구분""은 어떤 색상을 구분하는건지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 신규 회원 목록 6개 컬럼은 등록일, 경과일, 방문 횟수, PT 체험 완료, GX 참여, 온보딩 상태입니다. 색상 구분은 정상/주의/이탈 위험 상태 표시입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-05-온보딩대시보드/00-기본기능.md"
564	HQ-05-07	이탈 위험 섹션	"LV3에서 ""후속 조치 액션""은 어떤 기능인지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 이탈 위험 섹션은 등록 7일 내 출석 1회 이하 등 초기 이탈 징후 회원을 강조하고 담당 FC 후속 조치로 연결하는 영역입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-05-온보딩대시보드/00-기본기능.md"
566	HQ-06-01	오늘의 할 일 목록	"LV3에서 ""6개 항목""이 뭔지 확인 필요. ""우선순위 배지""에서 우선순위는 뭘로 정하는건지 확인 필요. "	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 오늘의 할 일 6개 항목은 제목, 우선순위 배지, 담당자, 마감 시각, 완료 체크박스, 액션입니다. 우선순위는 높음/보통/낮음입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-06-TodayTasks/00-기본기능.md"
567	HQ-06-02	진행 현황 요약	"LV3에서 ""4종 카드""가 뭔지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 진행 현황 4종 카드는 전체 항목, 완료 항목, 미완료 항목, 완료율입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-06-TodayTasks/00-기본기능.md"
568	HQ-06-03	필터 탭	고객사측에서 잘못 작성한 부분이라서 다시 전달할 예정이라고 함	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. 필터 탭은 전체, 미완료, 완료 3종입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-06-TodayTasks/00-기본기능.md"
569	HQ-06-04	태스크 추가	"LV3에서 ""DLG-098-001""로 적혀있는데, 기획코드가 아닌 기능 명시 필요.

""우선순위"" 부분은 어떤 기능인지 확인 필요.

""공유 범위"" 부분도 어떤 기능인지 확인 필요."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 태스크 추가 다이얼로그는 제목, 담당자, 마감일/시각, 우선순위, 공유 범위(개인/지점)를 입력해 할 일을 추가하는 기능입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-06-TodayTasks/00-기본기능.md"
570	HQ-06-05	태스크 수정	"LV3에서 ""DLG-098-002""라고 기획코드 적힌 부분은 실제 기능 명시 필요."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 태스크 수정 다이얼로그는 기존 태스크의 제목, 담당자, 마감, 우선순위, 공유 범위를 수정하는 기능입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-06-TodayTasks/00-기본기능.md"
571	HQ-06-06	완료 처리	"LV3에서 ""취소선+완료 배지"" 기능은 어떤 기능인지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 완료 처리는 체크박스 클릭 시 해당 태스크에 취소선과 완료 배지를 표시하고 완료율을 갱신하는 기능입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-06-TodayTasks/00-기본기능.md"
573	HQ-06-08	KPI 액션 연동	"KPI 액션 연동에 대한 구체적인 로직 설명이 없어서 판단 불가

LV3에서는 ""HQ-03 액션 자동 추가""로 적혀있는데, 코드 말고 실제 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. KPI 액션 연동은 HQ-03 액션 큐에서 생성된 후속 업무가 Today Tasks에 자동 추가되고, 처리 상태가 KPI 액션 처리 결과와 동기화되는 구조입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-06-TodayTasks/00-기본기능.md"
578	HQ-07-04	포함 항목	"LV3에서 ""체크박스 세부 항목""이 어떤건지 확인 필요. ""유형별 항목 셋 변경""도 어떤 항목 셋인지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 체크박스 세부 항목은 리포트에 포함할 섹션/지표를 선택하는 영역입니다. 리포트 유형을 매출, 회원 현황, 출석, 수업, 종합 중 무엇으로 선택했는지에 따라 기본 포함 항목 셋이 바뀝니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-07-리포트/00-기본기능.md"
